ic_accountid,account_name,account_url,account_addressstreet,account_addresscity,account_addressstate,account_addresszip,account_country,account_continent,account_countrycode,account_continentcode,account_industry,account_subindustry,account_gicscode,account_size,account_linkedin,account_phone,account_revenue,account_employees,account_desc,duns_number,parent_duns,sic_code,naics_code,ultimate_parent,account_fb,account_fbfollowers,account_twitter,abm_code,global_duit,regional_duit,global_dumarketing,regional_dumarketing,country_dumarketing,global_dusales,regional_dusales,country_dusales,global_duengg,regional_duengg,country_duengg,global_dufinance,regional_dufinance,country_dufinance,global_duadmin,regional_duadmin,country_duadmin,global_duanalytics,regional_duanalytics,country_duanalytics,account_instafollowers,account_insta,account_linkedinfollowers,account_twitterfollowers,web_traffic,technographic,companytag
uaid01123919898,Analytical Informatics Inc,www.analytical.info,8 Market Place Suite 401,Baltimore,Maryland,21202,United States,North America,US,NA,IT Services,Data Processing & Outsourced Services,451020,Small,www.linkedin.com/company/analytical-informatics-inc?trk=ppro_cprof,#ERROR!,$1M-$10M,10-99,Revolutionary software for healthcare,969614416,943102368,7374,518210,uaid01123848819,www.facebook.com/analytical.info,NULL,https://twitter.com/Analyticalinfo,B2B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Adobe Typekit"", ""Amazon AWS"", ""Amazon EC2"", ""Amazon S3"", ""Amazon Web Hosting"", ""CloudFlare CDN"", ""Facebook-for-Websites"", ""Google"", ""Google Ad Manager"", ""Google Analytics"", ""Google G Suite"", ""Modernizr"", ""nginx"", ""Squarespace"", ""Varnish"", ""HTML"", ""Youtube""]}",null
uai01128801715,Lg Cns America,www.lgcns.com,111 Sylvan Ave,Englewood Cliffs,New Jersey,201,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$50M-$100M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Adobe (Unspecified Product)"", ""Digital River"", ""Emarsys"", ""C#"", ""Microsoft Office"", ""Microsoft Windows 7"", ""Windows 10"", ""NetApp (Unspecified Product)"", ""Linux"", ""Oracle Database"", ""Oracle ERP"", ""PL/SQL"", ""PriceSpider"", ""SAP PowerBuilder"", ""Symantec (Unspecified Product)"", ""Unix"", ""Velaro"", ""Veritas"", ""Veritas NetBackup"", ""VMware (Unspecified Product)""]}",null
uai01123897894,Infocrossing Services,www.infocrossing.com,20 Mercer St,Hackensack,New Jersey,201,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01124102391,Apartments Com,www.apartments.com,1331 L St Nw Ste 2,Washington,District Of Columbia,202,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium Large,NULL,#ERROR!,$10M-$50M,500-999,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe Creative Cloud"", ""Adobe Digital Marketing Suite"", ""Adobe DTM"", ""Adobe Illustrator"", ""Adobe InDesign"", ""Adobe Marketing Cloud"", ""Adobe Photoshop CC"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Akamai Edge"", ""Akamai Hosting"", ""Amazon Web Hosting"", ""Amobee DMP"", ""AppDynamics"", ""AutoCAD"", ""Autodesk (Unspecified Product)"", ""Brightcove"", ""VideoJS"", ""CA Plex"", ""Canonical Ubuntu"", ""CloudFlare CDN"", ""Comscore"", ""Contactatonce"", ""Criteo Direct Bidder"", ""Disqus"", ""Ensighten (Unspecified Product)"", ""Errorception"", ""Facebook Web Custom Audiences"", ""Facebook-Domain-Insights"", ""Facebook-for-Websites"", ""Ajax"", ""JavaScript"", ""GoDaddy Hosting"", ""Android OS"", ""Google"", ""Google Ad Manager"", ""Google Ads"", ""Google AdSense"", ""Google AdWords Conversion"", ""Google Analytics"", ""Google Data Studio"", ""Google G Suite"", ""Google Maps"", ""Google Marketing Platform"", ""Google Plus One"", ""Google Remarketing"", ""Google Tag Manager"", ""Hootsuite"", ""Infor AMSI"", ""QuickBooks"", ""QuickBooks Online"", ""KISSmetrics"", ""Bizo"", ""LivePerson (Unspecified Product)"", ""Micro Focus (Unspecified Product)"", ""ASP.NET"", ""Azure DNS"", ""Microsoft Azure"", ""Microsoft IIS"", ""Microsoft Office"", ""Microsoft Office"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft SharePoint"", ""Windows XP"", ""Mimecast"", ""Modernizr"", ""MRI Software"", ""New Relic"", ""nginx"", ""Java"", ""Pinterest"", ""Progress Software"", ""Telerik"", ""RequireJS"", ""Salesforce CRM"", ""Salesforce Email Studio"", ""Salesforce Marketing Cloud"", ""Concur (Unspecified Product)"", ""ShareThis"", ""Tableau"", ""Apache (Unspecified Product)"", ""Apache HTTP Server"", ""jQuery"", ""PHP"", ""Twitter Cards"", ""Twitter Tweet Button"", ""Varnish"", ""Verizon (Unspecified Product)"", ""Vimeo"", ""Visual Website Optimizer"", ""HTML"", ""Yardi"", ""Yardi PAYscan"", ""Yardi Voyager"", ""Youtube""]}",null
uai01124192469,Costar,www.costar.com,1331 L St Nw Ste 2,Washington,District Of Columbia,202,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Enterprise,NULL,#ERROR!,$1B-$10B,1000+,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Acronis"", ""Acxiom (Unspecified Product)"", ""LiveRamp"", ""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe (Unspecified Product)"", ""Adobe After Effects CC"", ""Adobe Analytics"", ""Adobe Creative Cloud"", ""Adobe Creative Cloud"", ""Adobe Digital Marketing Suite"", ""Adobe Dreamweaver"", ""Adobe Experience Manager"", ""Adobe Illustrator"", ""Adobe InDesign"", ""Adobe Marketing Cloud"", ""Adobe Photoshop CC"", ""Adobe Photoshop CC"", ""Adobe Photoshop Lightroom CC"", ""Adobe Photoshop Lightroom CC"", ""Adobe Premiere Pro CC"", ""Adobe Shockwave"", ""Adobe Sign"", ""Ahrefs"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Akamai DNS"", ""Akamai Edge"", ""Akamai Hosting"", ""Akamai Kona Site Defender"", ""Prolexic"", ""AlienVault"", ""Alteryx"", ""Altova MapForce"", ""Altova MetaTeam"", ""Amazon Athena"", ""Amazon AWS"", ""Amazon AWS Identity and Access Management (IAM)"", ""Amazon Cloudwatch"", ""Amazon DynamoDB"", ""Amazon EC2"", ""Amazon Elastic Load Balancing"", ""Amazon Elasticsearch Service"", ""Amazon Glacier"", ""Amazon Redshift"", ""Amazon Relational Database Service (RDS)"", ""Amazon S3"", ""Amazon SES"", ""Amazon Web Hosting"", ""AWS CloudFormation"", ""AWS Lambda"", ""AWS WAF"", ""Amobee DMP"", ""AngularJS"", ""AppDynamics"", ""Apple (Unspecified Product)"", ""Apple (Unspecified Product)"", ""Apple Final Cut Pro"", ""Apple iOS SDK"", ""Apple iPad"", ""Apple iPhone"", ""Apple OS X"", ""Apple OS X"", ""Apple xCode"", ""Mac OS"", ""Mac OS"", ""AppNeta"", ""AppNexus"", ""ARCHIBUS"", ""Articulate Storyline"", ""Aruba Networks (Unspecified Product)"", ""Asana"", ""Atlassian (Unspecified Product)"", ""Atlassian Bamboo"", ""Atlassian Bitbucket"", ""Atlassian JIRA"", ""AutoCAD"", ""Autodesk (Unspecified Product)"", ""Avaya (Unspecified Product)"", ""Avaya Aura"", ""Avaya Aura Experience Portal"", ""Avaya Contact Center Control Manager"", ""Avaya Sipera"", ""Avaya Unified Messaging"", ""Axure RP"", ""Balsamiq"", ""Bloomberg"", ""Brightcove"", ""VideoJS"", ""BrightEdge"", ""CA Veracode"", ""CA View"", ""Canonical Ubuntu"", ""Carbon Black"", ""Check Point"", ""Chef"", ""CircleCI"", ""Cisco Adaptive Security Appliances"", ""Cisco Blade Servers"", ""Cisco Firewalls"", ""Cisco FlexPod"", ""Cisco Nexus 2000"", ""Cisco Nexus 5000"", ""Cisco Nexus 7000"", ""Cisco Nexus 9000"", ""Cisco Nexus Switches"", ""Cisco Switches"", ""Cisco UCS Servers"", ""Citrix (Unspecified Product)"", ""Citrix NetScaler"", ""Citrix VDI-in-a-Box"", ""Citrix Virtual Apps"", ""Citrix Virtual Desktops"", ""CloudCheckr"", ""CloudFlare CDN"", ""Commvault (Unspecified Product)"", ""Comscore"", ""Conductor Searchlight"", ""Cornerstone LMS"", ""Cucumber"", ""Cvent"", ""CyberSource"", ""Cylance"", ""Cynergy"", ""Dailymotion"", ""Datadog"", ""Dell EMC Data Domain"", ""Dell EMC Isilon"", ""Dell EMC Unisphere"", ""Dell EMC Unity"", ""Dell EMC ViPR SRM"", ""Dell EMC VNX"", ""Dell EMC VPLEX"", ""Dell EqualLogic Compellent Storage Center"", ""Dell EqualLogic Networked Storage"", ""DivvyCloud"", ""Docker"", ""Docker Swarm"", ""Domo"", ""Dropbox"", ""Dstillery"", ""Dynatrace (Unspecified Product)"", ""Elasticsearch"", ""Kibana"", ""ER/Studio"", ""ESRI (Unspecified Product)"", ""Evident.io"", ""F5 BIG-IP"", ""F5 LTM"", ""F5 Networks"", ""Facebook Web Custom Audiences"", ""Facebook-for-Websites"", ""ReactJS"", ""FactSet"", ""FireEye"", ""ForeScout"", ""Fortinet"", ""Freshdesk"", ""Ajax"", ""JavaScript"", ""Git"", ""GitHub"", ""Keras"", ""GoDaddy Hosting"", ""Android OS"", ""Android SDK"", ""Google"", ""Google Ad Manager"", ""Google Ads"", ""Google AdWords Conversion"", ""Google Analytics"", ""Google API"", ""Google BigQuery"", ""Google Channel Intelligence"", ""Google Data Studio"", ""Google Docs"", ""Google Drive"", ""Google G Suite"", ""Google Golang"", ""Google Hosted jQuery"", ""Google Hosted Libraries"", ""Google Maps"", ""Google Marketing Platform"", ""Google Plus One"", ""Google Remarketing"", ""Google Sheets"", ""Google Tag Manager"", ""Google WebRTC"", ""reCAPTCHA"", ""TensorFlow"", ""HashiCorp"", ""HashiCorp Terraform"", ""Hootsuite"", ""Hotjar"", ""HPE 3PAR"", ""HPE Blade Servers"", ""HPE Storage Systems"", ""HPE Virtual Connect"", ""IBM BigFix"", ""IBM Db2"", ""IBM FileNet"", ""IBM Informix"", ""IBM QRadar"", ""IBM System i"", ""IBM System i Midrange Computing Server"", ""IBM Tivoli"", ""IBM WebSphere"", ""IBM WebSphere Cast Iron"", ""Icinga"", ""Infoblox"", ""Informatica"", ""Inspectlet"", ""InVision"", ""RES Software"", ""Jenkins"", ""IntelliJ"", ""JetBrains"", ""TeamCity"", ""Joomla!"", ""Juniper Networks (Unspecified Product)"", ""Juniper Networks Junos"", ""Juniper Networks SRX-Series Gateways"", ""Junos Pulse"", ""Kenshoo"", ""Kubernetes"", ""Lenovo (Unspecified Product)"", ""Limelight CDN"", ""LinkedIn Recruiter"", ""LogRhythm"", ""Looker"", ""Lotame for Publishers"", ""Mailchimp"", ""MailChimp Mandrill"", ""Marin Software"", ""McAfee (Unspecified Product)"", ""Medallia"", ""MediaMath"", ""HP BTO (Business Technology Optimization)"", ""Micro Focus ArcSight"", ""Micro Focus LoadRunner"", ""Micro Focus UFT"", ""Micro Focus Unified Functional Testing"", ""ASP.NET"", ""Azure Cosmos DB"", ""Azure Redis Cache"", ""Azure SQL Data Warehouse"", ""Azure Web Apps"", ""C#"", ""Microsoft Access"", ""Microsoft Active Directory"", ""Microsoft Active Directory Federation Services"", ""Microsoft Azure DevOps Server"", ""Microsoft Bing"", ""Microsoft Dynamics"", ""Microsoft Dynamics 365"", ""Microsoft Dynamics 365 Business Central"", ""Microsoft Dynamics 365 for Finance and Operations"", ""Microsoft Exchange 2016"", ""Microsoft Exchange Server"", ""Microsoft Exchange Server 2010"", ""Microsoft Hyper-V Server"", ""Microsoft IIS"", ""Microsoft Office"", ""Microsoft Office"", ""Microsoft Office 365"", ""Microsoft OneDrive"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft Publisher"", ""Microsoft SharePoint"", ""Microsoft Silverlight"", ""Microsoft Skype for Business"", ""Microsoft SQL Server"", ""Microsoft SQL Server 2000"", ""Microsoft SQL Server 2005"", ""Microsoft SQL Server 2008"", ""Microsoft SQL Server 2012"", ""Microsoft SQL Server 2014"", ""Microsoft SQL Server Analysis Services"", ""Microsoft SQL Server Integration Services"", ""Microsoft SQL Server Management Studio"", ""Microsoft SQL Server Reporting Services"", ""Microsoft System Center"", ""Microsoft System Center Configuration Manager"", ""Microsoft System Center OpsMgr"", ""Microsoft Visio"", ""Microsoft Visual Basic"", ""Microsoft Visual Studio"", ""Microsoft Windows 7"", ""Microsoft.NET"", ""Skype"", ""Transact-SQL"", ""Visual Basic.NET"", ""Windows 10"", ""Windows Server 2008"", ""Windows Server 2012"", ""MongoDB"", ""Nagios"", ""LabVIEW"", ""National Instruments"", ""Neo4j"", ""Neotys"", ""NetApp (Unspecified Product)"", ""NetApp Data ONTAP"", ""NetApp FAS Series Storage Systems"", ""NetApp OnCommand Suite"", ""NetApp SnapVault"", ""NetApp Storage Systems"", ""NetScout (Unspecified Product)"", ""New Relic"", ""Noble Dialer"", ""matplotlib"", ""NumPy"", ""pandas"", ""Okta (Unspecified Product)"", ""OneLogin"", ""CentOS"", ""Linux"", ""nginx"", ""Node.js"", ""OpenStack"", ""R Project"", ""scikit-learn"", ""OpenID"", ""OpenLDAP"", ""OpenX"", ""Optimizely"", ""BlueKai"", ""Datalogix"", ""Enterprise JavaBeans (EJB)"", ""J2EE"", ""Java"", ""MySQL"", ""Oracle 12c"", ""Oracle Business Intelligence Enterprise Edition"", ""Oracle Database"", ""Oracle E-Business"", ""Oracle ERP Cloud"", ""Oracle Financials Cloud"", ""Oracle Fusion"", ""Oracle Hyperion Financial Management"", ""Oracle Hyperion Planning"", ""Oracle Procurement"", ""PL/SQL"", ""Solaris"", ""Taleo (Unspecified Product)"", ""PagerDuty"", ""Palo Alto Networks"", ""Perforce"", ""Perl"", ""MapInfo"", ""Greenplum Database"", ""Pivotal Cloud Foundry"", ""Pivotal RabbitMQ"", ""Pivotal Software"", ""Polycom (Unspecified Product)"", ""Polycom RMX Series"", ""PortSwigger"", ""PostgreSQL"", ""Progress Software"", ""Sitefinity"", ""Telerik"", ""Proofpoint"", ""Prophix"", ""PubMatic"", ""Pulse Secure (Unspecified Product)"", ""PulsePoint"", ""Puppet Enterprise"", ""Pure Storage"", ""Python"", ""QualysGuard"", ""Quantcast (Unspecified Product)"", ""Quark"", ""Quest Software (Unspecified Product)"", ""Quest vRanger"", ""Datapipe"", ""Rapid7"", ""RapidMiner"", ""Ansible"", ""Red Hat (Unspecified Product)"", ""Red Hat OpenShift"", ""WildFly"", ""Replicon"", ""Riverbed Technology (Unspecified Product)"", ""Wireshark"", ""Chango"", ""Rubicon Project (Unspecified Product)"", ""Ruby on Rails"", ""Pardot"", ""Salesforce CRM"", ""Salesforce Email Studio"", ""Salesforce Marketing Cloud"", ""Salesforce.com Desk.com"", ""Salesforce.com Heroku"", ""Salesforce.com Remedyforce"", ""Salesforce.com Service Cloud"", ""Ariba (Unspecified Product)"", ""Ariba Contract Management"", ""Ariba Sourcing"", ""Concur (Unspecified Product)"", ""Concur Expense"", ""Concur Travel"", ""SAP Crystal Reports"", ""SAP Financial Accounting (FI)"", ""Screaming Frog (Unspecified Product)"", ""Sedo Domain Parking"", ""Selenium"", ""SEMrush"", ""ServiceNow"", ""Siemens PLM"", ""AutomatedQA"", ""TestComplete"", ""Snowflake Data Warehouse"", ""Orion Network Configuration Manager"", ""SolarWinds (Unspecified Product)"", ""Spectra"", ""Splunk"", ""SQLite"", ""StackPath"", ""Sumo Logic"", ""Blue Coat"", ""Symantec (Unspecified Product)"", ""Symantec Endpoint Protection"", ""Talend"", ""Tenable Nessus"", ""Tenable Network Security"", ""Teradata"", ""Teradata Active Data Warehouse Private Cloud"", ""Teradata Database"", ""TestNG"", ""Apache (Unspecified Product)"", ""Apache Cassandra"", ""Apache Hadoop"", ""Apache Hbase"", ""Apache HTTP Server"", ""Apache JMeter"", ""Apache Lucene"", ""Apache Solr"", ""Apache Spark"", ""Apache Tomcat"", ""jQuery"", ""Open Graphics Library (OpenGL)"", ""MATLAB"", ""OmniGraffle"", ""Unix"", ""PHP"", ""Thomson Reuters (Unspecified Product)"", ""Thomson Reuters ONESOURCE"", ""Thycotic Secret Server"", ""Tibco (Unspecified Product)"", ""Trend Micro"", ""Trustwave (Unspecified Product)"", ""Trustwave SIEM"", ""Twitter"", ""Twitter Bootstrap"", ""Twitter Tweet Button"", ""UserTesting"", ""Veeam"", ""Veritas"", ""Veritas Backup Exec"", ""Vimeo"", ""VMware (Unspecified Product)"", ""VMware ESXi"", ""VMware NSX"", ""VMware vCenter"", ""VMware vCenter Server"", ""VMware vCenter Site Recovery Manager"", ""VMware vCloud"", ""VMware Virtual Infrastructure"", ""VMware vRealize"", ""VMware vSphere"", ""WageWorks"", ""WatchGuard (Unspecified Product)"", ""WordPress"", ""Workday"", ""Workday"", ""Workday Human Capital Management"", ""Workday Payroll"", ""Workday Recruiting"", ""Workday Recruiting"", ""HTML"", ""XPath"", ""Youtube"", ""Zendesk"", ""ManageEngine""]}",null
uai01127518665,Rocketreach Co,www.rocketreach.co,450 Scofield Ave,Fairfield,Connecticut,203,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon CloudFront"", ""Amazon EC2"", ""Amazon Route 53"", ""Amazon S3"", ""Amazon Web Hosting"", ""AngularJS"", ""Braintree"", ""Canonical Ubuntu"", ""Facebook Web Custom Audiences"", ""Facebook-for-Websites"", ""JavaScript"", ""Google"", ""Google Ad Manager"", ""Google Analytics"", ""Google Maps"", ""Google Tag Manager"", ""nginx"", ""Python"", ""SendGrid"", ""Stripe"", ""jQuery"", ""Twitter Cards"", ""HTML"", ""Zendesk"", ""Zoho"", ""Zoho Office Suite""]}",null
uai01125634839,Ge Commercial Finance,www.gecdf.com,901 Main Ave Ste 400,Norwalk,Connecticut,203,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium Large,NULL,#ERROR!,$100M-$250M,500-999,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AddThis"", ""Adobe (Unspecified Product)"", ""Adobe Marketing Cloud"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Akamai Hosting"", ""Clarivate MarkMonitor"", ""JavaScript"", ""Google Ad Manager"", ""Google Analytics"", ""Google Remarketing"", ""Marketo"", ""Microsoft SQL Server"", ""Modernizr"", ""New Relic"", ""Java"", ""Qualtrics"", ""Salesforce.com Force.com"", ""Symantec (Unspecified Product)"", ""jQuery"", ""Twitter Tweet Button"", ""HTML""]}",null
uai01123874032,Ust Llc,www.ustinc.com,6 High Ridge Park Bldg A,Stamford,Connecticut,203,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$100M-$250M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null
uai01123916813,A & H Fluid Technologies Inc,www.ahfluidtech.com,265 Riverchase Pkwy E Ste 106,Hoover,Alabama,205,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$10M-$50M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon CloudFront"", ""Amazon Web Hosting"", ""AdBlock Plus"", ""Google"", ""Google AdSense"", ""Google Analytics"", ""Google Font API"", ""nginx"", ""Thawte""]}",null
uai01123723026,Jri - America,www.jri-america.com,277 Park Ave Fl 6,New York,New York,212,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$50M-$100M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Microsoft Exchange Server"", ""jQuery"", ""HTML""]}",null
uai01127700170,Newtonx Inc,www.newtonx.com,335 Madison Ave Fl 3,New York,New York,212,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Small,NULL,#ERROR!,$1M-$10M,10-99,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""AngularJS"", ""Facebook-Domain-Insights"", ""Facebook-for-Websites"", ""Google Analytics"", ""Google G Suite"", ""jQuery""]}",null
uai01124734448,Cbs Local Digital Media,www.cbslocal.com,51 W 52Nd St,New York,New York,212,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10B+,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""33Across"", ""Acxiom (Unspecified Product)"", ""LiveRamp"", ""AddThis"", ""AdGear"", ""Adobe (Unspecified Product)"", ""Adobe After Effects CC"", ""Adobe Analytics"", ""Adobe Audience Manager"", ""Adobe Creative Cloud"", ""Adobe Digital Marketing Suite"", ""Adobe DTM"", ""Adobe Illustrator"", ""Adobe Marketing Cloud"", ""Adobe Photoshop CC"", ""Adobe Premiere Pro CC"", ""Adobe Shockwave"", ""TubeMogul"", ""Adswizz"", ""Akamai (Unspecified Product)"", ""Akamai CDN"", ""Akamai Edge"", ""Amazon AWS"", ""Amazon CloudFront"", ""Amazon EC2"", ""Amazon Product Advertising API"", ""Amazon S3"", ""Amazon Web Hosting"", ""Amobee DMP"", ""Amobee DSP"", ""ONE by AOL"", ""Apple (Unspecified Product)"", ""Apple Final Cut Pro"", ""AppNexus"", ""AudienceScience"", ""Avid"", ""Avid Media Composer"", ""Bloomberg"", ""BootstrapCDN"", ""Basis DSP"", ""Chrome River"", ""ClickTale"", ""Comscore"", ""Criteo Direct Bidder"", ""Dataminr"", ""DigiCert"", ""Docker"", ""Dstillery"", ""Elasticsearch"", ""Errorception"", ""Eventbrite"", ""Experian CheetahMail"", ""Facebook Widget"", ""Facebook-Domain-Insights"", ""Facebook-for-Websites"", ""Facebook-Like"", ""Facebook-SDK"", ""LiveRail"", ""Formstack"", ""Ajax"", ""JavaScript"", ""Gigya"", ""Git"", ""GoDaddy Hosting"", ""Android OS"", ""Google"", ""Google Ad Manager"", ""Google AdSense"", ""Google Analytics"", ""Google API"", ""Google Font API"", ""Google G Suite"", ""Google Golang"", ""Google Maps"", ""Google Plus One"", ""Grass Valley"", ""Gravatar"", ""Jetpack"", ""jPlayer"", ""Kapost"", ""Lijit"", ""Lotame for Publishers"", ""MyBuys"", ""MediaMath"", ""Microsoft Exchange Server"", ""Microsoft Office"", ""Microsoft PowerPoint"", ""Windows Live Writer"", ""Moat"", ""Modernizr"", ""Nagios"", ""Aggregate Knowledge"", ""Neustar"", ""New Relic"", ""NewTek (Unspecified Product)"", ""NewTek TriCaster"", ""Nielsen Data Management Platform"", ""nginx"", ""OpenID"", ""Optimizely"", ""BlueKai"", ""Datalogix"", ""MySQL"", ""Outbrain"", ""PayPal"", ""Perl"", ""Pivotal RabbitMQ"", ""Pivotal Software"", ""Polldaddy"", ""PostgreSQL"", ""PubMatic"", ""Python"", ""Quantcast (Unspecified Product)"", ""Rackspace CDN"", ""RadiumOne"", ""RhythmOne"", ""Chango"", ""Rubicon Project (Unspecified Product)"", ""Salesforce CRM"", ""ScribbleLive"", ""Sharethrough"", ""Sizmek"", ""Sony (Unspecified Product)"", ""SpotXchange"", ""StackPath"", ""StatCounter"", ""SurveyMonkey"", ""Wufoo"", ""Symfony"", ""Taboola"", ""Apache (Unspecified Product)"", ""Apache Cassandra"", ""jQuery"", ""Unix"", ""PHP"", ""TowerData"", ""TripleLift"", ""Twitter"", ""Twitter Analytics"", ""Twitter Cards"", ""Twitter Tweet Button"", ""UberFlip"", ""Varnish"", ""Videology"", ""Vizrt"", ""WordPress"", ""Wordpress SSL"", ""HTML"", ""Yahoo Store"", ""Youtube""]}",null
uai01124431404,Pacific Global Technologies,www.gsam.com,535 Madison Ave Fl 12,New York,New York,212,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Medium,NULL,#ERROR!,$10M-$50M,100-499,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Microsoft Office"", ""Yardi"", ""Yardi Voyager""]}",null
uai01127645889,Ross Digital Llc,www.rossdigital.com,600 Superior Ave E Ste 910,Cleveland,Ohio,216,United States,AMER,US,NA,IT Services,It Consulting & Other Services,451020,Soho,NULL,#ERROR!,$0-$1M,1-9,NULL,NULL,NULL,7373,541512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"{""technographic"": [""Amazon AWS"", ""Amazon EC2"", ""Amazon Web Hosting"", ""nginx"", ""HTML""]}",null
